ID,Ano,Faixa-Etária,Gênero,Como você se identifica,Estado,Região,Escolaridade,Área de Formação,Você está trabalhando?,Setor,Cargo como Gestor,Cargo Atual,Nivel,Média Salarial,Tempo de experiência na área de dados
ID4537,2023,25-29,Feminino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Varejo,Sim,Team Leader,Não Declarou,10000,4 a 6 anos
ID4539,2023,25-29,Feminino,Parda,RJ,Sudeste,Graduação,Tecnologia,Sim,Entretenimento ou Esportes,Não,Engenheiro de Dados,Sênior,14000,4 a 6 anos
ID4540,2023,22-24,Masculino,Branca,PR,Sul,Estudante de Graduação,Negócios,Sim,Varejo,Não,Engenheiro de Dados,Pleno,7000,3 a 4 anos
ID4541,2023,30-34,Masculino,Branca,RJ,Sudeste,Graduação,Negócios,Sim,Tecnologia,Não,Analista de Dados,Sênior,10000,1 a 2 anos
ID4542,2023,25-29,Masculino,Preta,RJ,Sudeste,Pós-graduação,Negócios,Sim,Internet,Não,Analista de Dados,Pleno,7000,3 a 4 anos
ID4543,2023,25-29,Feminino,Branca,SP,Sudeste,Graduação,Negócios,Sim,Outra Opção,Não,Analista de BI,Júnior,3500,Menos 1 ano
ID4544,2023,40-44,Feminino,Branca,ES,Sudeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Analista de Dados,Pleno,10000,3 a 4 anos
ID4545,2023,40-44,Feminino,Parda,CE,Nordeste,Pós-graduação,Tecnologia,Sim,Outra Opção,Não,Analista de Dados,Sênior,14000,Mais 10 anos
ID4546,2023,25-29,Masculino,Branca,SP,Sudeste,Graduação,Negócios,Sim,Setor Farmaceutico,Não,Engenheiro de Dados,Sênior,10000,4 a 6 anos
ID4547,2023,30-34,Feminino,Parda,SP,Sudeste,Mestrado,Engenharia,Sim,Varejo,Sim,Supervisor,Não Declarou,14000,5 a 6 anos
ID4548,2023,30-34,Masculino,Branca,RS,Sul,Mestrado,Ciências da Natureza,Sim,Finanças ou Bancos,Não,Estatístico,Sênior,14000,5 a 6 anos
ID4549,2023,22-24,Masculino,Parda,PR,Sul,Estudante de Graduação,Tecnologia,Sim,Tecnologia,Não,Desenvolvedor Web,Pleno,5000,3 a 4 anos
ID4550,2023,35-39,Masculino,Branca,DF,Centro-oeste,Pós-graduação,Negócios,Sim,Tecnologia,Não,Analista de Dados,Pleno,7000,3 a 4 anos
ID4551,2023,22-24,Masculino,Branca,SP,Sudeste,Mestrado,Ciências da Natureza,Sim,Área de Consultoria,Não,Engenheiro de Dados,Pleno,5000,Menos 1 ano
ID4552,2023,35-39,Masculino,Branca,PR,Sul,Pós-graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Analista de Dados,Sênior,14000,Mais 10 anos
ID4553,2023,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Indústria,Não,Analista de Dados,Júnior,3500,1 a 2 anos
ID4554,2023,25-29,Masculino,Branca,RJ,Sudeste,Graduação,Engenharia,Sim,Setor de Energia,Não,Analista de BI,Sênior,10000,3 a 4 anos
ID4555,2023,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Educação,Sim,Supervisor,Não Declarou,7000,Menos 1 ano
ID4556,2023,40-44,Masculino,Branca,PR,Sul,Pós-graduação,Negócios,Sim,Tecnologia,Sim,Gerente,Não Declarou,45000,7 a 10 anos
ID4557,2023,45-49,Masculino,Branca,MA,Nordeste,Graduação,Engenharia,Sim,Indústria,Não,Engenheiro de Dados,Sênior,14000,3 a 4 anos
ID4558,2023,30-34,Masculino,Branca,RJ,Sudeste,Graduação,Engenharia,Sim,Setor de Energia,Não,Engenheiro de Dados,Júnior,10000,3 a 4 anos
ID4560,2023,25-29,Masculino,Branca,SC,Sul,Graduação,Engenharia,Sim,Tecnologia,Sim,Supervisor,Não Declarou,18000,5 a 6 anos
ID4561,2023,30-34,Masculino,Parda,RJ,Sudeste,Mestrado,Saúde,Sim,Varejo,Não,Cientista de Dados,Pleno,10000,3 a 4 anos
ID4562,2023,40-44,Masculino,Parda,SC,Sul,Pós-graduação,Negócios,Sim,Outra Opção,Sim,Supervisor,Não Declarou,7000,7 a 10 anos
ID4563,2023,30-34,Feminino,Branca,PR,Sul,Graduação,Negócios,Sim,Finanças ou Bancos,Não,Analista de Suporte,Júnior,2500,3 a 4 anos
ID4565,2023,30-34,Masculino,Branca,RS,Sul,Pós-graduação,Negócios,Sim,Marketing,Não,Analista de Inteligência de Mercado,Pleno,3500,3 a 4 anos
ID4566,2023,25-29,Feminino,Parda,CE,Nordeste,Graduação,Engenharia,Sim,Outra Opção,Não,Analista de BI,Pleno,5000,1 a 2 anos
ID4567,2023,30-34,Masculino,Parda,SP,Sudeste,Pós-graduação,Negócios,Sim,Área da Saúde,Não,Analista de Dados,Sênior,10000,3 a 4 anos
ID4568,2023,30-34,Masculino,Parda,RJ,Sudeste,Pós-graduação,Engenharia,Sim,Finanças ou Bancos,Não,Analista de Negócios,Sênior,7000,3 a 4 anos
ID4569,2023,22-24,Masculino,Branca,ES,Sudeste,Estudante de Graduação,Tecnologia,Sim,Setor Automotivo,Não,Analista de Dados,Pleno,3500,1 a 2 anos
ID4570,2023,30-34,Masculino,Branca,BA,Nordeste,Doutorado ou Phd,Tecnologia,Sim,Entretenimento ou Esportes,Não,Engenheiro de Machine Learning,Sênior,40000,7 a 10 anos
ID4571,2023,30-34,Masculino,Branca,AM,Norte,Pós-graduação,Engenharia,Sim,Indústria,Não,Engenharia,Pleno,7000,1 a 2 anos
ID4572,2023,25-29,Masculino,Branca,DF,Centro-oeste,Pós-graduação,Engenharia,Sim,Setor Alimentício,Não,Engenheiro de Dados,Pleno,14000,3 a 4 anos
ID4573,2023,25-29,Masculino,Parda,DF,Centro-oeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Analista de Dados,Júnior,2500,Menos 1 ano
ID4574,2023,25-29,Masculino,Parda,MG,Sudeste,Mestrado,Negócios,Sim,Internet,Não,Analista de Dados,Júnior,2500,Menos 1 ano
ID4575,2023,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Área da Saúde,Não,Analista de Dados,Júnior,5000,Menos 1 ano
ID4576,2023,30-34,Masculino,Parda,MG,Sudeste,Mestrado,Tecnologia,Sim,Varejo,Sim,Sócio ou C-level,Não Declarou,10000,3 a 4 anos
ID4577,2023,40-44,Masculino,Branca,SC,Sul,Pós-graduação,Engenharia,Sim,Indústria,Não,Engenharia,Sênior,10000,3 a 4 anos
ID4578,2023,25-29,Feminino,Branca,MG,Sudeste,Pós-graduação,Estatística,Sim,Outra Opção,Não,Analista de Dados,Sênior,14000,7 a 10 anos
ID4579,2023,45-49,Feminino,Branca,PR,Sul,Graduação,Outra opção,Sim,Finanças ou Bancos,Sim,Supervisor,Não Declarou,5000,Mais 10 anos
ID4581,2023,30-34,Feminino,Parda,SE,Nordeste,Pós-graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Pleno,10000,3 a 4 anos
ID4582,2023,45-49,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Sim,Diretor,Não Declarou,27500,5 a 6 anos
ID4584,2023,30-34,Feminino,Branca,RJ,Sudeste,Mestrado,Estatística,Sim,Educação,Sim,Gerente,Não Declarou,18000,4 a 6 anos
ID4585,2023,22-24,Masculino,Parda,SP,Sudeste,Mestrado,Tecnologia,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Sênior,10000,3 a 4 anos
ID4586,2023,35-39,Masculino,Parda,GO,Centro-oeste,Graduação,Engenharia,Sim,Setor Imobiliário,Não,Engenheiro de Dados,Sênior,10000,3 a 4 anos
ID4587,2023,25-29,Feminino,Branca,PE,Nordeste,Pós-graduação,Ciências Sociais,Sim,Varejo,Não,Analista de BI,Júnior,7000,Menos 1 ano
ID4588,2023,30-34,Masculino,Branca,CE,Nordeste,Doutorado ou Phd,Engenharia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,10000,1 a 2 anos
ID4589,2023,30-34,Masculino,Branca,RS,Sul,Mestrado,Engenharia,Sim,Finanças ou Bancos,Não,Cientista de Dados,Sênior,14000,7 a 10 anos
ID4590,2023,25-29,Masculino,Branca,ES,Sudeste,Graduação,Engenharia,Sim,Outra Opção,Não,Analista de BI,Júnior,5000,1 a 2 anos
ID4591,2023,25-29,Masculino,Parda,SP,Sudeste,Mestrado,Tecnologia,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Pleno,10000,3 a 4 anos
ID4592,2023,22-24,Feminino,Branca,PR,Sul,Graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Cientista de Dados,Júnior,5000,3 a 4 anos
ID4593,2023,25-29,Masculino,Preta,SP,Sudeste,Graduação,Tecnologia,Sim,Entretenimento ou Esportes,Não,Engenheiro de Dados,Sênior,10000,3 a 4 anos
ID4594,2023,30-34,Masculino,Parda,SP,Sudeste,Graduação,Tecnologia,Sim,Área de Consultoria,Não,Cientista de Dados,Júnior,2500,1 a 2 anos
ID4595,2023,30-34,Masculino,Parda,SP,Sudeste,Graduação,Outra opção,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Pleno,10000,3 a 4 anos
ID4596,2023,30-34,Masculino,Branca,SP,Sudeste,Doutorado ou Phd,Negócios,Sim,Outra Opção,Sim,Team Leader,Não Declarou,14000,3 a 4 anos
ID4597,2023,45-49,Masculino,Branca,SC,Sul,Pós-graduação,Negócios,Sim,Indústria,Não,Analista de BI,Sênior,7000,Mais 10 anos
ID4598,2023,25-29,Masculino,Parda,AL,Nordeste,Estudante de Graduação,Tecnologia,Sim,Varejo,Sim,Supervisor,Não Declarou,3500,1 a 2 anos
ID4599,2023,25-29,Masculino,Branca,PE,Nordeste,Graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Pleno,10000,1 a 2 anos
ID4600,2023,35-39,Feminino,Branca,RJ,Sudeste,Graduação,Comunicação,Sim,Varejo,Não,Outra Opção,Sênior,10000,5 a 6 anos
ID4601,2023,25-29,Masculino,Branca,RS,Sul,Estudante de Graduação,Tecnologia,Sim,Setor Imobiliário,Não,Engenheiro de Dados,Júnior,2500,Menos 1 ano
ID4602,2023,30-34,Feminino,Branca,PR,Sul,Doutorado ou Phd,Engenharia,Sim,Finanças ou Bancos,Não,Analytics Engineer,Sênior,10000,3 a 4 anos
ID4603,2023,30-34,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Área da Saúde,Sim,Gerente,Não Declarou,14000,Mais 10 anos
ID4604,2023,22-24,Masculino,Branca,GO,Centro-oeste,Estudante de Graduação,Negócios,Sim,Área de Consultoria,Não,Analista de Negócios,Pleno,2500,3 a 4 anos
ID4605,2023,45-49,Masculino,Parda,AP,Norte,Pós-graduação,Tecnologia,Sim,Telecomunicação,Sim,Gerente,Não Declarou,14000,5 a 6 anos
ID4606,2023,25-29,Masculino,Branca,SC,Sul,Graduação,Tecnologia,Sim,Internet,Não,Analista de BI,Júnior,2500,1 a 2 anos
ID4607,2023,30-34,Feminino,Branca,RS,Sul,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,10000,1 a 2 anos
ID4608,2023,30-34,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Educação,Sim,Team Leader,Não Declarou,40000,4 a 6 anos
ID4609,2023,35-39,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Sim,Gerente,Não Declarou,40000,Mais 10 anos
ID4610,2023,30-34,Masculino,Branca,MG,Sudeste,Graduação,Engenharia,Sim,Finanças ou Bancos,Sim,Supervisor,Não Declarou,2500,Menos 1 ano
ID4611,2023,35-39,Masculino,Branca,MG,Sudeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Sênior,10000,Mais 10 anos
ID4612,2023,35-39,Masculino,Branca,SP,Sudeste,Mestrado,Engenharia,Sim,Outra Opção,Sim,Sócio ou C-level,Não Declarou,10000,5 a 6 anos
ID4613,2023,22-24,Masculino,Branca,SP,Sudeste,Graduação,Negócios,Sim,Marketing,Não,Analista de BI,Pleno,7000,3 a 4 anos
ID4615,2023,25-29,Masculino,Preta,SP,Sudeste,Graduação,Tecnologia,Sim,Telecomunicação,Não,Analista de Dados,Júnior,2500,Menos 1 ano
ID4617,2023,35-39,Masculino,Branca,RS,Sul,Pós-graduação,Tecnologia,Sim,Tecnologia,Sim,Supervisor,Não Declarou,40000,3 a 4 anos
ID4618,2023,35-39,Masculino,Branca,RJ,Sudeste,Pós-graduação,Tecnologia,Sim,Área de Consultoria,Não,Analista de BI,Pleno,2500,1 a 2 anos
ID4619,2023,22-24,Feminino,Parda,DF,Centro-oeste,Graduação,Negócios,Sim,Finanças ou Bancos,Não,Analista de Dados,Júnior,5000,1 a 2 anos
ID4620,2023,25-29,Feminino,Branca,RS,Sul,Pós-graduação,Engenharia,Sim,Tecnologia,Não,Analista de Dados,Pleno,10000,3 a 4 anos
ID4621,2023,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Negócios,Sim,Finanças ou Bancos,Não,Analista de Negócios,Júnior,3500,3 a 4 anos
ID4622,2023,50-54,Masculino,Branca,PR,Sul,Graduação,Tecnologia,Sim,Tecnologia,Não,Cientista de Dados,Sênior,40000,4 a 6 anos
ID4623,2023,25-29,Masculino,Branca,SP,Sudeste,Não tenho graduação,Não tenho graduação,Sim,Finanças ou Bancos,Não,Analytics Engineer,Pleno,10000,3 a 4 anos
ID4624,2023,17-21,Masculino,Branca,BA,Nordeste,Estudante de Graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Desenvolvedor Web,Pleno,7000,1 a 2 anos
ID4625,2023,25-29,Feminino,Branca,PR,Sul,Mestrado,Engenharia,Sim,Indústria,Não,Analytics Engineer,Sênior,14000,3 a 4 anos
ID4626,2023,30-34,Feminino,Branca,GO,Centro-oeste,Não tenho graduação,Não tenho graduação,Sim,Tecnologia,Não,Engenheiro de Dados,Júnior,2500,1 a 2 anos
ID4627,2023,30-34,Masculino,Branca,SP,Sudeste,Graduação,Negócios,Sim,Telecomunicação,Não,Analista de Dados,Júnior,5000,Menos 1 ano
ID4628,2023,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Negócios,Sim,Tecnologia,Não,Analista de BI,Sênior,10000,5 a 6 anos
ID4630,2023,25-29,Masculino,Parda,RS,Sul,Graduação,Estatística,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Júnior,3500,3 a 4 anos
ID4631,2023,17-21,Masculino,Branca,SP,Sudeste,Estudante de Graduação,Tecnologia,Sim,Outra Opção,Não,Analista de Dados,Júnior,2500,1 a 2 anos
ID4632,2023,25-29,Feminino,Preta,SC,Sul,Graduação,Negócios,Sim,Finanças ou Bancos,Não,Analista de Inteligência de Mercado,Pleno,7000,3 a 4 anos
ID4633,2023,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Educação,Sim,Supervisor,Não Declarou,7000,Menos 1 ano
ID4634,2023,25-29,Feminino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Tecnologia,Não,Desenvolvedor Web,Pleno,10000,3 a 4 anos
ID4635,2023,25-29,Masculino,Branca,RS,Sul,Doutorado ou Phd,Tecnologia,Sim,Agronegócios,Sim,Team Leader,Não Declarou,18000,3 a 4 anos
ID4636,2023,22-24,Masculino,Parda,CE,Nordeste,Estudante de Graduação,Tecnologia,Sim,Área de Consultoria,Não,Engenheiro de Dados,Júnior,5000,1 a 2 anos
ID4637,2023,22-24,Masculino,Parda,SP,Sudeste,Estudante de Graduação,Negócios,Sim,Setor Público,Não,Outra Opção,Júnior,3500,Menos 1 ano
ID4638,2023,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Área de Consultoria,Não,Cientista de Dados,Sênior,18000,3 a 4 anos
ID4639,2023,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Outra opção,Sim,Finanças ou Bancos,Sim,Supervisor,Não Declarou,14000,7 a 10 anos
ID4640,2023,30-34,Masculino,Branca,RJ,Sudeste,Doutorado ou Phd,Tecnologia,Sim,Tecnologia,Sim,Gerente,Não Declarou,35000,Mais 10 anos
ID4641,2023,30-34,Masculino,Branca,SP,Sudeste,Graduação,Tecnologia,Sim,Varejo,Não,Engenheiro de Dados,Sênior,10000,7 a 10 anos
ID4642,2023,25-29,Masculino,Preta,SP,Sudeste,Mestrado,Tecnologia,Sim,Finanças ou Bancos,Não,Cientista de Dados,Sênior,10000,5 a 6 anos
ID4643,2023,35-39,Masculino,Branca,MG,Sudeste,Pós-graduação,Estatística,Sim,Área da Saúde,Não,Cientista de Dados,Sênior,10000,Mais 10 anos
ID4644,2023,25-29,Masculino,Parda,Não Declarou,Não Declarou,Graduação,Engenharia,Sim,Setor Alimentício,Não,Analista de BI,Júnior,5000,1 a 2 anos
ID4645,2023,25-29,Feminino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Tecnologia,Sim,Supervisor,Não Declarou,10000,3 a 4 anos
ID4646,2023,22-24,Masculino,Branca,SP,Sudeste,Graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Pleno,10000,1 a 2 anos
ID4647,2023,25-29,Masculino,Branca,CE,Nordeste,Estudante de Graduação,Engenharia,Sim,Setor Público,Não,Cientista de Dados,Júnior,3500,1 a 2 anos
ID4648,2023,22-24,Masculino,Branca,PE,Nordeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Machine Learning,Pleno,5000,3 a 4 anos
ID4649,2023,30-34,Masculino,Parda,DF,Centro-oeste,Doutorado ou Phd,Saúde,Sim,Setor Público,Sim,Team Leader,Não Declarou,14000,7 a 10 anos
ID4650,2023,30-34,Masculino,Parda,SP,Sudeste,Estudante de Graduação,Outra opção,Sim,Setor Público,Não,Outra Opção,Pleno,10000,1 a 2 anos
ID4652,2023,22-24,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Área de Consultoria,Não,Cientista de Dados,Pleno,5000,1 a 2 anos
ID4653,2023,25-29,Masculino,Branca,RJ,Sudeste,Graduação,Engenharia,Sim,Educação,Não,Analista de Dados,Júnior,5000,1 a 2 anos
ID4654,2023,30-34,Masculino,Branca,MG,Sudeste,Mestrado,Engenharia,Sim,Marketing,Sim,Gerente,Não Declarou,14000,3 a 4 anos
ID4655,2023,30-34,Masculino,Parda,SP,Sudeste,Graduação,Estatística,Sim,Outra Opção,Sim,Supervisor,Não Declarou,14000,7 a 10 anos
ID4656,2023,45-49,Feminino,Branca,RS,Sul,Pós-graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Analista de Negócios,Sênior,10000,Mais 10 anos
ID4657,2023,30-34,Feminino,Branca,RJ,Sudeste,Doutorado ou Phd,Saúde,Sim,Telecomunicação,Sim,Supervisor,Não Declarou,14000,3 a 4 anos
ID4658,2023,22-24,Masculino,Parda,BA,Nordeste,Estudante de Graduação,Engenharia,Sim,Telecomunicação,Não,Cientista de Dados,Júnior,3500,1 a 2 anos
ID4659,2023,35-39,Masculino,Branca,SP,Sudeste,Pós-graduação,Comunicação,Sim,Finanças ou Bancos,Não,Analista de BI,Sênior,10000,7 a 10 anos
ID4660,2023,30-34,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Área de Consultoria,Sim,Diretor,Não Declarou,5000,Mais 10 anos
ID4661,2023,30-34,Masculino,Branca,PB,Nordeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Outra Opção,Pleno,7000,Menos 1 ano
ID4662,2023,30-34,Feminino,Preta,RJ,Sudeste,Graduação,Ciências da Natureza,Sim,Educação,Não,Analista de Dados,Pleno,5000,3 a 4 anos
ID4663,2023,25-29,Feminino,Branca,SC,Sul,Pós-graduação,Negócios,Sim,Indústria,Não,Analista de Dados,Sênior,10000,Menos 1 ano
ID4664,2023,40-44,Masculino,Branca,RJ,Sudeste,Pós-graduação,Tecnologia,Sim,Setor de Energia,Não,Engenheiro de Dados,Sênior,27500,5 a 6 anos
ID4665,2023,50-54,Masculino,Branca,GO,Centro-oeste,Pós-graduação,Tecnologia,Sim,Setor Público,Sim,Supervisor,Não Declarou,27500,5 a 6 anos
ID4666,2023,22-24,Feminino,Parda,PR,Sul,Graduação,Outra opção,Sim,Setor Imobiliário,Não,Engenheiro de Dados,Júnior,2500,1 a 2 anos
ID4667,2023,25-29,Masculino,Branca,PR,Sul,Mestrado,Tecnologia,Sim,Área da Saúde,Não,Cientista de Dados,Pleno,5000,3 a 4 anos
ID4668,2023,45-49,Feminino,Branca,SP,Sudeste,Graduação,Outra opção,Sim,Telecomunicação,Não,Outra Opção,Pleno,3500,Mais 10 anos
ID4669,2023,17-21,Feminino,Branca,SP,Sudeste,Estudante de Graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Analista de Suporte,Júnior,2500,Menos 1 ano
ID4670,2023,30-34,Masculino,Branca,SP,Sudeste,Graduação,Tecnologia,Sim,Varejo,Não,Analytics Engineer,Sênior,10000,4 a 6 anos
ID4671,2023,30-34,Masculino,Branca,RS,Sul,Pós-graduação,Tecnologia,Sim,Seguros ou Previdência,Não,Analista de Dados,Sênior,10000,4 a 6 anos
ID4672,2023,30-34,Masculino,Branca,SP,Sudeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Analista de Dados,Sênior,14000,7 a 10 anos
ID4673,2023,22-24,Masculino,Branca,PE,Nordeste,Estudante de Graduação,Tecnologia,Sim,Outra Opção,Não,Cientista de Dados,Júnior,500,1 a 2 anos
ID4674,2023,35-39,Masculino,Branca,Não Declarou,Não Declarou,Mestrado,Negócios,Sim,Varejo,Não,Analista de Dados,Júnior,14000,1 a 2 anos
ID4675,2023,40-44,Masculino,Parda,PE,Nordeste,Estudante de Graduação,Negócios,Sim,Educação,Não,Outra Opção,Pleno,5000,7 a 10 anos
ID4676,2023,25-29,Masculino,Branca,DF,Centro-oeste,Graduação,Engenharia,Sim,Setor Imobiliário,Não,Analytics Engineer,Pleno,10000,1 a 2 anos
ID4677,2023,22-24,Masculino,Branca,RJ,Sudeste,Estudante de Graduação,Tecnologia,Sim,Tecnologia,Não,Desenvolvedor Web,Júnior,5000,1 a 2 anos
ID4678,2023,35-39,Feminino,Branca,GO,Centro-oeste,Graduação,Comunicação,Sim,Indústria,Não,Analista de Inteligência de Mercado,Júnior,2500,Menos 1 ano
ID4679,2023,25-29,Masculino,Branca,MG,Sudeste,Estudante de Graduação,Estatística,Sim,Setor Automotivo,Não,Analista de Inteligência de Mercado,Júnior,2500,1 a 2 anos
ID4680,2023,45-49,Masculino,Branca,SP,Sudeste,Pós-graduação,Negócios,Sim,Tecnologia,Não,Analista de BI,Pleno,10000,1 a 2 anos
ID4681,2023,22-24,Masculino,Branca,PR,Sul,Estudante de Graduação,Tecnologia,Sim,Varejo,Não,Analytics Engineer,Júnior,3500,Menos 1 ano
ID4682,2023,50-54,Masculino,Branca,BA,Nordeste,Mestrado,Ciências da Natureza,Sim,Indústria,Sim,Supervisor,Não Declarou,18000,3 a 4 anos
ID4683,2023,25-29,Masculino,Branca,PR,Sul,Graduação,Engenharia,Sim,Outra Opção,Não,Analista de Negócios,Pleno,5000,3 a 4 anos
ID4684,2023,25-29,Masculino,Branca,RS,Sul,Mestrado,Saúde,Sim,Marketing,Não,Cientista de Dados,Sênior,10000,1 a 2 anos
ID4685,2023,30-34,Masculino,Parda,SP,Sudeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,7000,3 a 4 anos
ID4686,2023,30-34,Masculino,Branca,MG,Sudeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,5000,1 a 2 anos
ID4687,2023,40-44,Masculino,Preta,SP,Sudeste,Pós-graduação,Estatística,Sim,Telecomunicação,Não,Engenheiro de Dados,Sênior,10000,Mais 10 anos
ID4688,2023,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Tecnologia,Sim,Team Leader,Não Declarou,40000,3 a 4 anos
ID4689,2023,25-29,Masculino,Preta,BA,Nordeste,Pós-graduação,Negócios,Sim,Educação,Não,Analytics Engineer,Sênior,10000,7 a 10 anos
ID4690,2023,35-39,Masculino,Branca,GO,Centro-oeste,Doutorado ou Phd,Tecnologia,Sim,Outra Opção,Sim,Gerente,Não Declarou,35000,Mais 10 anos
ID4691,2023,50-54,Masculino,Preta,MG,Sudeste,Graduação,Ciências da Natureza,Sim,Outra Opção,Não,Engenheiro de Dados,Sênior,14000,Mais 10 anos
ID4692,2023,22-24,Masculino,Parda,SP,Sudeste,Graduação,Outra opção,Sim,Tecnologia,Não,Analista de BI,Júnior,5000,1 a 2 anos
ID4693,2023,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Área de Consultoria,Não,Engenheiro de Dados,Sênior,14000,4 a 6 anos
ID4694,2023,30-34,Masculino,Parda,GO,Centro-oeste,Pós-graduação,Tecnologia,Sim,Setor Imobiliário,Sim,Supervisor,Não Declarou,10000,7 a 10 anos
ID4695,2023,22-24,Masculino,Parda,SP,Sudeste,Graduação,Negócios,Sim,Educação,Não,Analista de Dados,Sênior,10000,3 a 4 anos
ID4697,2023,22-24,Masculino,Preta,BA,Nordeste,Graduação,Tecnologia,Sim,Outra Opção,Não,Engenheiro de Dados,Sênior,18000,4 a 6 anos
ID4698,2023,17-21,Feminino,Parda,SP,Sudeste,Estudante de Graduação,Outra opção,Sim,Tecnologia,Não,Analista de Dados,Júnior,3500,1 a 2 anos
ID4699,2023,30-34,Masculino,Parda,BA,Nordeste,Graduação,Negócios,Sim,Setor Público,Sim,Team Leader,Não Declarou,5000,Menos 1 ano
ID4701,2023,35-39,Masculino,Parda,MG,Sudeste,Pós-graduação,Tecnologia,Sim,Varejo,Não,Analista de Dados,Pleno,7000,1 a 2 anos
ID4702,2023,30-34,Masculino,Branca,SC,Sul,Mestrado,Tecnologia,Sim,Setor Alimentício,Não,Cientista de Dados,Sênior,40000,4 a 6 anos
ID4703,2023,30-34,Masculino,Preta,MT,Centro-oeste,Estudante de Graduação,Outra opção,Sim,Finanças ou Bancos,Não,Analista de BI,Júnior,5000,3 a 4 anos
ID4704,2023,25-29,Masculino,Branca,SP,Sudeste,Estudante de Graduação,Estatística,Sim,Internet,Não,Analista de Dados,Pleno,7000,3 a 4 anos
ID4705,2023,30-34,Masculino,Branca,RJ,Sudeste,Graduação,Engenharia,Sim,Área da Saúde,Sim,Supervisor,Não Declarou,14000,4 a 6 anos
ID4706,2023,25-29,Feminino,Branca,DF,Centro-oeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,5000,3 a 4 anos
ID4707,2023,25-29,Masculino,Parda,DF,Centro-oeste,Pós-graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Pleno,10000,3 a 4 anos
ID4708,2023,25-29,Masculino,Parda,PR,Sul,Graduação,Negócios,Sim,Varejo,Não,Outra Opção,Júnior,1500,Menos 1 ano
ID4709,2023,35-39,Feminino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Varejo,Sim,Supervisor,Não Declarou,18000,Menos 1 ano
ID4710,2023,40-44,Masculino,Branca,SP,Sudeste,Graduação,Outra opção,Sim,Setor Imobiliário,Sim,Gerente,Não Declarou,10000,Mais 10 anos
ID4711,2023,22-24,Masculino,Branca,PR,Sul,Estudante de Graduação,Tecnologia,Sim,Tecnologia,Não,Analista de Dados,Júnior,3500,1 a 2 anos
ID4712,2023,40-44,Feminino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Indústria,Não,Data Product Manager,Sênior,14000,Mais 10 anos
