ID,Ano,Faixa-Etária,Gênero,Como você se identifica,Estado,Região,Escolaridade,Área de Formação,Você está trabalhando?,Setor,Cargo como Gestor,Cargo Atual,Nivel,Média Salarial,Tempo de experiência na área de dados
ID1636,2022,35-39,Feminino,Parda,SC,Sul,Graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Sênior,10000,7 a 10 anos
ID1637,2022,22-24,Masculino,Branca,RS,Sul,Graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Pleno,10000,4 a 6 anos
ID1638,2022,30-34,Masculino,Parda,MG,Sudeste,Graduação,Estatística,Sim,Setor Alimentício,Não,Analista de BI,Júnior,5000,Menos 1 ano
ID1639,2022,22-24,Masculino,Branca,RS,Sul,Estudante de Graduação,Tecnologia,Sim,Indústria,Não,Desenvolvedor Web,Júnior,2500,Menos 1 ano
ID1640,2022,25-29,Feminino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Setor Alimentício,Não,Analista de Dados,Júnior,5000,3 a 4 anos
ID1641,2022,17-21,Masculino,Branca,SC,Sul,Estudante de Graduação,Tecnologia,Sim,Indústria,Não,Analista de BI,Júnior,1500,Menos 1 ano
ID1642,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,10000,3 a 4 anos
ID1643,2022,17-21,Masculino,Branca,PR,Sul,Estudante de Graduação,Engenharia,Sim,Tecnologia,Não,Analista de Inteligência de Mercado,Júnior,2500,1 a 2 anos
ID1644,2022,17-21,Feminino,Branca,MG,Sudeste,Não tenho graduação,Não tenho graduação,Sim,Finanças ou Bancos,Não,Desenvolvedor Web,Pleno,7000,1 a 2 anos
ID1645,2022,25-29,Masculino,Branca,BA,Nordeste,Estudante de Graduação,Tecnologia,Sim,Área de Consultoria,Não,Analista de Dados,Pleno,3500,1 a 2 anos
ID1646,2022,22-24,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Tecnologia,Não,Analista de BI,Sênior,10000,1 a 2 anos
ID1647,2022,30-34,Feminino,Parda,SP,Sudeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Analista de Dados,Sênior,18000,7 a 10 anos
ID1648,2022,30-34,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Setor Farmaceutico,Não,Analista de Inteligência de Mercado,Sênior,5000,1 a 2 anos
ID1649,2022,25-29,Feminino,Branca,PR,Sul,Pós-graduação,Engenharia,Sim,Setor de Energia,Sim,Supervisor,Não Declarou,10000,Menos 1 ano
ID165,2022,25-29,Masculino,Branca,GO,Centro-oeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,7000,1 a 2 anos
ID1650,2022,30-34,Masculino,Branca,MG,Sudeste,Graduação,Outra opção,Sim,Setor de Energia,Não,Analista de Dados,Pleno,5000,7 a 10 anos
ID1651,2022,30-34,Masculino,Branca,PR,Sul,Pós-graduação,Engenharia,Sim,Setor de Energia,Não,Engenheiro de Dados,Pleno,10000,4 a 6 anos
ID1652,2022,30-34,Feminino,Branca,MG,Sudeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Analista de Dados,Sênior,7000,7 a 10 anos
ID1653,2022,30-34,Masculino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Internet,Não,Analista de Dados,Pleno,10000,1 a 2 anos
ID1654,2022,35-39,Masculino,Branca,SP,Sudeste,Mestrado,Tecnologia,Sim,Educação,Sim,Supervisor,Não Declarou,14000,Mais 10 anos
ID1655,2022,25-29,Masculino,Branca,RJ,Sudeste,Graduação,Tecnologia,Sim,Internet,Não,Cientista de Dados,Pleno,5000,1 a 2 anos
ID1656,2022,30-34,Masculino,Parda,PR,Sul,Graduação,Tecnologia,Sim,Varejo,Não,Engenheiro de Dados,Sênior,14000,7 a 10 anos
ID1657,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,5000,3 a 4 anos
ID1658,2022,35-39,Masculino,Branca,RS,Sul,Graduação,Tecnologia,Sim,Tecnologia,Não,Analista de Suporte,Sênior,1500,Menos 1 ano
ID1659,2022,35-39,Masculino,Branca,RS,Sul,Pós-graduação,Economia,Sim,Tecnologia,Sim,Gerente,Não Declarou,18000,7 a 10 anos
ID166,2022,30-34,Feminino,Parda,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Seguros ou Previdência,Não,Data Product Manager,Sênior,14000,4 a 6 anos
ID1660,2022,30-34,Feminino,Branca,SP,Sudeste,Mestrado,Saúde,Sim,Área da Saúde,Não,Cientista de Dados,Júnior,5000,Menos 1 ano
ID1661,2022,22-24,Masculino,Branca,AM,Norte,Graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Machine Learning,Pleno,7000,1 a 2 anos
ID1662,2022,30-34,Masculino,Branca,RS,Sul,Mestrado,Economia,Sim,Varejo,Não,Analista de Dados,Sênior,10000,3 a 4 anos
ID1663,2022,30-34,Masculino,Parda,SP,Sudeste,Graduação,Comunicação,Sim,Marketing,Sim,Supervisor,Não Declarou,7000,3 a 4 anos
ID1664,2022,35-39,Masculino,Branca,SP,Sudeste,Graduação,Estatística,Sim,Finanças ou Bancos,Sim,Gerente,Não Declarou,35000,Mais 10 anos
ID1665,2022,17-21,Masculino,Branca,RS,Sul,Estudante de Graduação,Economia,Sim,Área da Saúde,Não,Analista de BI,Júnior,1500,Menos 1 ano
ID1666,2022,25-29,Masculino,Branca,SC,Sul,Graduação,Engenharia,Sim,Área da Saúde,Não,Cientista de Dados,Pleno,7000,1 a 2 anos
ID1667,2022,45-49,Masculino,Preta,PB,Nordeste,Pós-graduação,Tecnologia,Sim,Seguros ou Previdência,Sim,Gerente,Não Declarou,5000,Menos 1 ano
ID1668,2022,30-34,Feminino,Branca,PR,Sul,Pós-graduação,Estatística,Sim,Varejo,Sim,Supervisor,Não Declarou,14000,Mais 10 anos
ID1669,2022,25-29,Feminino,Branca,PR,Sul,Mestrado,Economia,Sim,Indústria,Não,Cientista de Dados,Júnior,3500,Menos 1 ano
ID167,2022,17-21,Masculino,Branca,MG,Sudeste,Estudante de Graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Cientista de Dados,Júnior,1500,1 a 2 anos
ID1670,2022,22-24,Feminino,Preta,SP,Sudeste,Graduação,Tecnologia,Sim,Finanças ou Bancos,Não,Desenvolvedor Web,Júnior,5000,Menos 1 ano
ID1671,2022,55+,Masculino,Branca,RJ,Sudeste,Pós-graduação,Engenharia,Sim,Setor de Energia,Não,Engenheiro de Dados,Sênior,27500,Mais 10 anos
ID1672,2022,55+,Masculino,Branca,MG,Sudeste,Doutorado ou Phd,Estatística,Sim,Agronegócios,Não,Cientista de Dados,Sênior,35000,Mais 10 anos
ID1673,2022,17-21,Masculino,Parda,PR,Sul,Graduação,Tecnologia,Sim,Área da Saúde,Sim,Gerente,Não Declarou,10000,4 a 6 anos
ID1674,2022,25-29,Feminino,Branca,PB,Nordeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,7000,3 a 4 anos
ID1675,2022,25-29,Masculino,Parda,SC,Sul,Estudante de Graduação,Tecnologia,Sim,Tecnologia,Não,Cientista de Dados,Sênior,14000,4 a 6 anos
ID1676,2022,50-54,Masculino,Parda,DF,Centro-oeste,Mestrado,Tecnologia,Sim,Setor Público,Não,DBA,Sênior,22500,Mais 10 anos
ID1677,2022,30-34,Masculino,Branca,SP,Sudeste,Pós-graduação,Ciências Sociais,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Pleno,10000,3 a 4 anos
ID1678,2022,25-29,Feminino,Branca,SP,Sudeste,Pós-graduação,Ciências Sociais,Sim,Outra Opção,Não,Analista de Dados,Pleno,10000,1 a 2 anos
ID1679,2022,30-34,Feminino,Parda,BA,Nordeste,Não tenho graduação,Não tenho graduação,Sim,Tecnologia,Não,Data Product Manager,Sênior,22500,Mais 10 anos
ID168,2022,22-24,Masculino,Parda,SP,Sudeste,Graduação,Engenharia,Sim,Setor Imobiliário,Sim,Tech Leader,Não Declarou,3500,Menos 1 ano
ID1680,2022,30-34,Masculino,Preta,RJ,Sudeste,Graduação,Engenharia,Sim,Finanças ou Bancos,Não,Cientista de Dados,Júnior,10000,3 a 4 anos
ID1681,2022,25-29,Masculino,Parda,SP,Sudeste,Graduação,Engenharia,Sim,Outra Opção,Não,Analista de BI,Sênior,7000,4 a 6 anos
ID1682,2022,22-24,Feminino,Branca,RJ,Sudeste,Graduação,Tecnologia,Sim,Marketing,Não,Analista de BI,Júnior,3500,1 a 2 anos
ID1683,2022,25-29,Feminino,Branca,MG,Sudeste,Estudante de Graduação,Engenharia,Sim,Área de Consultoria,Não,Analista de Dados,Júnior,3500,1 a 2 anos
ID1684,2022,30-34,Masculino,Parda,MT,Centro-oeste,Mestrado,Engenharia,Sim,Finanças ou Bancos,Não,Data Product Manager,Júnior,5000,1 a 2 anos
ID1685,2022,35-39,Masculino,Parda,SP,Sudeste,Pós-graduação,Engenharia,Sim,Varejo,Não,Analista de Dados,Pleno,10000,1 a 2 anos
ID1686,2022,22-24,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Pleno,10000,3 a 4 anos
ID1687,2022,25-29,Masculino,Branca,SE,Nordeste,Graduação,Engenharia,Sim,Finanças ou Bancos,Não,Cientista de Dados,Júnior,7000,Menos 1 ano
ID1688,2022,22-24,Masculino,Branca,DF,Centro-oeste,Estudante de Graduação,Economia,Sim,Finanças ou Bancos,Sim,Gerente,Não Declarou,2500,Menos 1 ano
ID1689,2022,25-29,Masculino,Parda,ES,Sudeste,Pós-graduação,Engenharia,Sim,Setor Automotivo,Sim,Tech Leader,Não Declarou,10000,3 a 4 anos
ID169,2022,45-49,Masculino,Parda,SP,Sudeste,Pós-graduação,Economia,Sim,Seguros ou Previdência,Sim,Gerente,Não Declarou,18000,7 a 10 anos
ID1690,2022,25-29,Masculino,Parda,PE,Nordeste,Mestrado,Tecnologia,Sim,Outra Opção,Não,Cientista de Dados,Sênior,10000,3 a 4 anos
ID1691,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Outra opção,Sim,Finanças ou Bancos,Não,Analista de Dados,Pleno,10000,3 a 4 anos
ID1692,2022,35-39,Masculino,Preta,BA,Nordeste,Mestrado,Estatística,Sim,Setor Público,Sim,Diretor/VP,Não Declarou,10000,Mais 10 anos
ID1693,2022,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Comunicação,Sim,Internet,Não,Analista de Dados,Sênior,10000,3 a 4 anos
ID1694,2022,35-39,Feminino,Preta,SP,Sudeste,Graduação,Comunicação,Sim,Varejo,Não,Data Product Manager,Sênior,10000,7 a 10 anos
ID1695,2022,30-34,Masculino,Branca,PE,Nordeste,Pós-graduação,Economia,Sim,Tecnologia,Não,Analista de Dados,Pleno,10000,1 a 2 anos
ID1696,2022,30-34,Feminino,Parda,RJ,Sudeste,Mestrado,Comunicação,Sim,Marketing,Não,Analista de BI,Pleno,5000,4 a 6 anos
ID1697,2022,25-29,Feminino,Branca,SP,Sudeste,Graduação,Tecnologia,Sim,Finanças ou Bancos,Sim,Gerente,Não Declarou,22500,4 a 6 anos
ID1698,2022,30-34,Masculino,Preta,SP,Sudeste,Graduação,Tecnologia,Sim,Indústria,Não,Analista de Dados,Sênior,10000,3 a 4 anos
ID1699,2022,30-34,Feminino,Branca,BA,Nordeste,Graduação,Estatística,Sim,Área de Consultoria,Não,Analista de Dados,Pleno,5000,Mais 10 anos
ID170,2022,22-24,Masculino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Finanças ou Bancos,Não,Cientista de Dados,Pleno,10000,3 a 4 anos
ID1700,2022,55+,Masculino,Branca,RJ,Sudeste,Graduação,Tecnologia,Sim,Seguros ou Previdência,Não,Engenheiro de Dados,Sênior,10000,Mais 10 anos
ID1701,2022,35-39,Masculino,Branca,BA,Nordeste,Pós-graduação,Economia,Sim,Finanças ou Bancos,Não,Engenheiro de Dados,Sênior,18000,4 a 6 anos
ID1702,2022,30-34,Masculino,Parda,PI,Nordeste,Graduação,Tecnologia,Sim,Área da Saúde,Não,Analista de Dados,Júnior,3500,1 a 2 anos
ID1703,2022,22-24,Masculino,Parda,SP,Sudeste,Graduação,Estatística,Sim,Área da Saúde,Não,Analista de Dados,Júnior,5000,Menos 1 ano
ID1704,2022,35-39,Masculino,Branca,PR,Sul,Pós-graduação,Tecnologia,Sim,Indústria,Não,Cientista de Dados,Sênior,14000,3 a 4 anos
ID1705,2022,45-49,Feminino,Branca,SP,Sudeste,Pós-graduação,Comunicação,Sim,Tecnologia,Não,Analista de BI,Júnior,5000,1 a 2 anos
ID1706,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Comunicação,Sim,Indústria,Não,Analista de Dados,Sênior,7000,1 a 2 anos
ID1707,2022,30-34,Masculino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Indústria,Não,Analytics Engineer,Sênior,14000,3 a 4 anos
ID1708,2022,30-34,Masculino,Branca,SP,Sudeste,Graduação,Tecnologia,Sim,Finanças ou Bancos,Sim,Supervisor,Não Declarou,18000,7 a 10 anos
ID1709,2022,30-34,Masculino,Parda,CE,Nordeste,Graduação,Tecnologia,Sim,Área da Saúde,Não,Analista de Dados,Pleno,3500,7 a 10 anos
ID171,2022,25-29,Feminino,Parda,SP,Sudeste,Estudante de Graduação,Engenharia,Sim,Outra Opção,Não,Analista de Dados,Sênior,7000,4 a 6 anos
ID1710,2022,30-34,Masculino,Preta,SP,Sudeste,Graduação,Engenharia,Sim,Internet,Não,Analista de Dados,Pleno,10000,3 a 4 anos
ID1711,2022,25-29,Masculino,Parda,MG,Sudeste,Pós-graduação,Engenharia,Sim,Área de Consultoria,Não,Cientista de Dados,Júnior,3500,Menos 1 ano
ID1712,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Internet,Não,Cientista de Dados,Sênior,35000,7 a 10 anos
ID1713,2022,25-29,Masculino,Branca,MG,Sudeste,Graduação,Engenharia,Sim,Tecnologia,Não,Analista de BI,Júnior,3500,1 a 2 anos
ID1714,2022,25-29,Masculino,Branca,PR,Sul,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Sênior,7000,7 a 10 anos
ID1715,2022,30-34,Feminino,Branca,SC,Sul,Pós-graduação,Engenharia,Sim,Setor Público,Não,Analista de BI,Pleno,5000,3 a 4 anos
ID1716,2022,25-29,Masculino,Parda,ES,Sudeste,Graduação,Tecnologia,Sim,Varejo,Não,Cientista de Dados,Júnior,5000,Menos 1 ano
ID1717,2022,25-29,Masculino,Branca,MG,Sudeste,Graduação,Ciências Sociais,Sim,Finanças ou Bancos,Não,Analista de BI,Pleno,2500,1 a 2 anos
ID1718,2022,40-44,Masculino,Branca,SP,Sudeste,Estudante de Graduação,Tecnologia,Sim,Indústria,Não,Analista de Negócios,Sênior,7000,1 a 2 anos
ID172,2022,25-29,Feminino,Branca,RS,Sul,Graduação,Economia,Sim,Área de Consultoria,Não,Cientista de Dados,Júnior,10000,1 a 2 anos
ID1721,2022,25-29,Masculino,Parda,MG,Sudeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Não,Desenvolvedor Web,Pleno,1500,Menos 1 ano
ID1722,2022,22-24,Feminino,Branca,SP,Sudeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Analista de Dados,Júnior,1500,Menos 1 ano
ID1723,2022,25-29,Feminino,Parda,BA,Nordeste,Graduação,Tecnologia,Sim,Área de Consultoria,Não,Analista de BI,Júnior,3500,1 a 2 anos
ID1724,2022,30-34,Masculino,Preta,MG,Sudeste,Graduação,Comunicação,Sim,Tecnologia,Não,Analista de Negócios,Pleno,5000,1 a 2 anos
ID1725,2022,25-29,Masculino,Branca,SP,Sudeste,Mestrado,Economia,Sim,Setor Imobiliário,Não,Cientista de Dados,Sênior,18000,3 a 4 anos
ID1726,2022,30-34,Masculino,Parda,SP,Sudeste,Graduação,Engenharia,Sim,Agronegócios,Não,Analista de Dados,Pleno,7000,1 a 2 anos
ID1727,2022,30-34,Feminino,Branca,RS,Sul,Pós-graduação,Economia,Sim,Setor Imobiliário,Sim,Gerente,Não Declarou,27500,Mais 10 anos
ID1728,2022,25-29,Feminino,Parda,ES,Sudeste,Graduação,Engenharia,Sim,Varejo,Não,Data Product Manager,Pleno,5000,1 a 2 anos
ID1729,2022,25-29,Masculino,Branca,DF,Centro-oeste,Pós-graduação,Tecnologia,Sim,Educação,Não,Engenheiro de Dados,Pleno,7000,3 a 4 anos
ID173,2022,25-29,Masculino,Branca,MG,Sudeste,Graduação,Engenharia,Sim,Internet,Não,Analista de Negócios,Pleno,10000,3 a 4 anos
ID1730,2022,25-29,Masculino,Parda,ES,Sudeste,Estudante de Graduação,Outra opção,Sim,Educação,Não,Cientista de Dados,Júnior,3500,Menos 1 ano
ID1731,2022,22-24,Masculino,Parda,SP,Sudeste,Estudante de Graduação,Economia,Sim,Educação,Não,Cientista de Dados,Júnior,5000,Menos 1 ano
ID1732,2022,25-29,Masculino,Parda,PR,Sul,Pós-graduação,Ciência da Natureza,Sim,Outra Opção,Não,Engenheiro de Dados,Pleno,7000,1 a 2 anos
ID1734,2022,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Estatística,Sim,Finanças ou Bancos,Não,Cientista de Dados,Sênior,14000,4 a 6 anos
ID1736,2022,35-39,Masculino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Área da Saúde,Não,Analista de Dados,Sênior,10000,Menos 1 ano
ID1737,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Marketing,Não,Analista de Marketing,Sênior,5000,Menos 1 ano
ID1738,2022,25-29,Masculino,Branca,PR,Sul,Pós-graduação,Tecnologia,Sim,Internet,Não,Analista de Dados,Sênior,10000,4 a 6 anos
ID1739,2022,30-34,Feminino,Parda,SP,Sudeste,Doutorado ou Phd,Tecnologia,Sim,Área da Saúde,Sim,Supervisor,Não Declarou,18000,7 a 10 anos
ID174,2022,30-34,Masculino,Parda,SP,Sudeste,Pós-graduação,Engenharia,Sim,Internet,Não,Engenheiro de Machine Learning,Sênior,35000,4 a 6 anos
ID1740,2022,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Ciência da Natureza,Sim,Finanças ou Bancos,Não,Cientista de Dados,Sênior,10000,4 a 6 anos
ID1741,2022,25-29,Masculino,Branca,MG,Sudeste,Mestrado,Engenharia,Sim,Internet,Não,Analista de BI,Júnior,5000,1 a 2 anos
ID1742,2022,35-39,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Varejo,Não,Analista de Dados,Júnior,7000,1 a 2 anos
ID1743,2022,22-24,Masculino,Branca,MS,Centro-oeste,Mestrado,Ciência da Natureza,Sim,Internet,Não,Analista de Dados,Júnior,1500,1 a 2 anos
ID1744,2022,30-34,Masculino,Parda,SP,Sudeste,Não tenho graduação,Não tenho graduação,Sim,Área de Consultoria,Não,Analista de Dados,Pleno,7000,Menos 1 ano
ID1745,2022,45-49,Masculino,Branca,MG,Sudeste,Pós-graduação,Tecnologia,Sim,Setor Público,Sim,Diretor/VP,Não Declarou,22500,3 a 4 anos
ID1746,2022,30-34,Masculino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Tecnologia,Não,Engenheiro de Dados,Sênior,14000,4 a 6 anos
ID1747,2022,35-39,Masculino,Parda,SP,Sudeste,Pós-graduação,Outra opção,Sim,Tecnologia,Não,Engenheiro de Dados,Sênior,22500,Mais 10 anos
ID1748,2022,22-24,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Varejo,Não,Analista de BI,Sênior,14000,7 a 10 anos
ID1749,2022,25-29,Feminino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Telecomunicação,Não,Analista de Marketing,Sênior,7000,3 a 4 anos
ID175,2022,30-34,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Área da Saúde,Não,Data Product Manager,Sênior,7000,Menos 1 ano
ID1750,2022,35-39,Masculino,Branca,PR,Sul,Graduação,Tecnologia,Sim,Varejo,Não,Engenheiro de Dados,Sênior,14000,4 a 6 anos
ID1751,2022,30-34,Masculino,Branca,ES,Sudeste,Pós-graduação,Engenharia,Sim,Setor Automotivo,Não,Analista de Dados,Pleno,5000,1 a 2 anos
ID1752,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Finanças ou Bancos,Não,Analista de Dados,Júnior,5000,1 a 2 anos
ID1753,2022,25-29,Masculino,Branca,RS,Sul,Pós-graduação,Tecnologia,Sim,Varejo,Não,Engenheiro de Dados,Pleno,5000,1 a 2 anos
ID1754,2022,30-34,Masculino,Parda,SP,Sudeste,Estudante de Graduação,Estatística,Sim,Tecnologia,Não,Analista de Dados,Pleno,3500,3 a 4 anos
ID1755,2022,30-34,Masculino,Branca,SP,Sudeste,Pós-graduação,Engenharia,Sim,Agronegócios,Não,Analista de Dados,Sênior,14000,4 a 6 anos
ID1756,2022,22-24,Masculino,Branca,RJ,Sudeste,Estudante de Graduação,Engenharia,Sim,Setor Alimentício,Não,Analista de Dados,Júnior,5000,1 a 2 anos
ID1757,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Economia,Sim,Setor de Energia,Não,Analista de BI,Sênior,7000,3 a 4 anos
ID1758,2022,35-39,Masculino,Branca,DF,Centro-oeste,Pós-graduação,Tecnologia,Sim,Área de Consultoria,Não,Engenheiro de Dados,Júnior,10000,3 a 4 anos
ID1759,2022,30-34,Masculino,Parda,SP,Sudeste,Graduação,Tecnologia,Sim,Área de Consultoria,Não,Analista de BI,Pleno,3500,1 a 2 anos
ID176,2022,50-54,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Tecnologia,Sim,Diretor/VP,Não Declarou,35000,Mais 10 anos
ID1760,2022,35-39,Masculino,Preta,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Setor Automotivo,Sim,Supervisor,Não Declarou,3500,1 a 2 anos
ID1761,2022,30-34,Masculino,Branca,MG,Sudeste,Estudante de Graduação,Engenharia,Sim,Internet,Não,Cientista de Dados,Júnior,7000,Menos 1 ano
ID1762,2022,22-24,Masculino,Branca,PA,Norte,Graduação,Tecnologia,Sim,Setor Farmaceutico,Não,Engenheiro de Dados,Pleno,7000,1 a 2 anos
ID1763,2022,30-34,Masculino,Branca,AM,Norte,Estudante de Graduação,Engenharia,Sim,Tecnologia,Não,Engenheiro de Machine Learning,Pleno,7000,3 a 4 anos
ID1764,2022,35-39,Masculino,Parda,SP,Sudeste,Mestrado,Tecnologia,Sim,Tecnologia,Não,Engenheiro de Dados,Sênior,18000,Mais 10 anos
ID1765,2022,45-49,Masculino,Parda,CE,Nordeste,Não tenho graduação,Não tenho graduação,Sim,Varejo,Sim,Tech Leader,Não Declarou,18000,Mais 10 anos
ID1766,2022,25-29,Feminino,Parda,ES,Sudeste,Estudante de Graduação,Tecnologia,Sim,Varejo,Não,Analista de Dados,Sênior,10000,4 a 6 anos
ID1767,2022,25-29,Feminino,Branca,SP,Sudeste,Graduação,Economia,Sim,Tecnologia,Não,Analista de Dados,Pleno,5000,3 a 4 anos
ID1768,2022,25-29,Feminino,Preta,RJ,Sudeste,Graduação,Tecnologia,Sim,Internet,Não,Analytics Engineer,Júnior,1500,Menos 1 ano
ID1769,2022,25-29,Masculino,Parda,PR,Sul,Graduação,Tecnologia,Sim,Telecomunicação,Não,Desenvolvedor Web,Pleno,7000,1 a 2 anos
ID177,2022,25-29,Masculino,Parda,SP,Sudeste,Graduação,Economia,Sim,Indústria,Não,Analista de BI,Pleno,2500,1 a 2 anos
ID1770,2022,35-39,Masculino,Branca,RJ,Sudeste,Mestrado,Economia,Sim,Setor Público,Não,Analista de Dados,Pleno,10000,3 a 4 anos
ID1771,2022,17-21,Masculino,Branca,SC,Sul,Estudante de Graduação,Economia,Sim,Setor Automotivo,Não,Data Product Manager,Júnior,3500,1 a 2 anos
ID1772,2022,25-29,Masculino,Parda,DF,Centro-oeste,Graduação,Ciência da Natureza,Sim,Agronegócios,Não,Cientista de Dados,Júnior,2500,Menos 1 ano
ID1773,2022,22-24,Masculino,Branca,RS,Sul,Estudante de Graduação,Tecnologia,Sim,Educação,Não,Analista de Dados,Júnior,2500,Menos 1 ano
ID1774,2022,25-29,Masculino,Branca,SP,Sudeste,Mestrado,Engenharia,Sim,Setor Imobiliário,Sim,Gerente,Não Declarou,18000,4 a 6 anos
ID1775,2022,30-34,Masculino,Parda,SP,Sudeste,Graduação,Tecnologia,Sim,Tecnologia,Sim,Gerente,Não Declarou,10000,4 a 6 anos
ID1776,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Varejo,Não,Engenheiro de Dados,Pleno,14000,3 a 4 anos
ID1777,2022,30-34,Masculino,Branca,SP,Sudeste,Graduação,Outra opção,Sim,Área da Saúde,Não,Analista de Dados,Sênior,10000,3 a 4 anos
ID1778,2022,35-39,Masculino,Parda,SP,Sudeste,Graduação,Tecnologia,Sim,Setor Público,Não,Analista de Suporte,Sênior,5000,Mais 10 anos
ID1779,2022,35-39,Feminino,Branca,DF,Centro-oeste,Pós-graduação,Tecnologia,Sim,Outra Opção,Não,Data Product Manager,Sênior,14000,Menos 1 ano
ID178,2022,30-34,Masculino,Parda,BA,Nordeste,Mestrado,Economia,Sim,Varejo,Não,Analista de Dados,Sênior,7000,7 a 10 anos
ID1780,2022,25-29,Masculino,Parda,GO,Centro-oeste,Graduação,Engenharia,Sim,Setor Imobiliário,Não,Analista de Dados,Júnior,2500,Menos 1 ano
ID1781,2022,25-29,Masculino,Branca,PR,Sul,Graduação,Engenharia,Sim,Agronegócios,Não,Analista de Dados,Sênior,10000,3 a 4 anos
ID1782,2022,30-34,Feminino,Parda,SP,Sudeste,Graduação,Estatística,Sim,Marketing,Não,Cientista de Dados,Pleno,7000,4 a 6 anos
ID1783,2022,25-29,Masculino,Branca,SP,Sudeste,Graduação,Engenharia,Sim,Área de Consultoria,Não,Engenheiro de Dados,Sênior,14000,3 a 4 anos
ID1784,2022,22-24,Masculino,Branca,MG,Sudeste,Graduação,Engenharia,Sim,Finanças ou Bancos,Não,Cientista de Dados,Júnior,7000,1 a 2 anos
ID1785,2022,30-34,Feminino,Branca,SP,Sudeste,Mestrado,Engenharia,Sim,Marketing,Não,Analista de BI,Júnior,3500,Menos 1 ano
ID1786,2022,25-29,Masculino,Branca,SP,Sudeste,Pós-graduação,Outra opção,Sim,Tecnologia,Não,Analista de BI,Pleno,10000,4 a 6 anos
ID1787,2022,25-29,Masculino,Branca,MG,Sudeste,Graduação,Tecnologia,Sim,Área da Saúde,Não,Analista de BI,Pleno,5000,3 a 4 anos
ID1788,2022,30-34,Feminino,Preta,MG,Sudeste,Pós-graduação,Tecnologia,Sim,Indústria,Não,Cientista de Dados,Pleno,7000,3 a 4 anos
ID179,2022,22-24,Masculino,Preta,SP,Sudeste,Estudante de Graduação,Engenharia,Sim,Varejo,Não,Cientista de Dados,Pleno,10000,3 a 4 anos
ID1790,2022,30-34,Feminino,Branca,RJ,Sudeste,Graduação,Engenharia,Sim,Varejo,Não,Analista de Dados,Júnior,5000,1 a 2 anos
ID1791,2022,40-44,Masculino,Branca,SP,Sudeste,Pós-graduação,Tecnologia,Sim,Varejo,Sim,Gerente,Não Declarou,35000,4 a 6 anos
ID1792,2022,25-29,Masculino,Parda,SP,Sudeste,Graduação,Tecnologia,Sim,Tecnologia,Não,Analista de BI,Sênior,10000,3 a 4 anos
