DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2023/01/02 17:09:00,AQUA_M-T,Brasil,RIO GRANDE DO SUL,ESMERALDA,Mata Atlântica,4.0,10.55,-999.0,-27.88698,-51.06258,5.1
2023/01/02 17:13:00,AQUA_M-T,Brasil,MARANHÃO,TIMBIRAS,Cerrado,0.0,0.1,0.01,-4.1231,-43.70524,33.0
2023/01/02 17:15:00,AQUA_M-T,Brasil,MARANHÃO,SANTA HELENA,Amazônia,1.0,0.0,0.23,-2.2285,-45.23177,24.4
2023/01/02 17:15:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,3.0,4.2,0.01,-1.76064,-53.4158,5.6
2023/01/02 17:15:00,AQUA_M-T,Brasil,PARÁ,MOJUÍ DOS CAMPOS,Amazônia,0.0,1.4,0.02,-2.87739,-54.53949,8.3
2023/01/02 17:15:00,AQUA_M-T,Brasil,AMAZONAS,ITACOATIARA,Amazônia,0.0,0.8,0.0,-3.29169,-58.6592,19.1
2023/01/02 17:17:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazônia,11.0,0.12,0.69,3.94676,-59.75916,20.3
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,PEDRA BRANCA,Caatinga,6.0,0.1,1.0,-5.48604,-39.73949,11.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,PIQUET CARNEIRO,Caatinga,0.0,0.0,0.77,-5.85353,-39.35537,8.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,APARECIDA,Caatinga,0.0,0.0,0.16,-6.71505,-38.03337,38.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ALTO SANTO,Caatinga,0.0,6.41,0.07,-5.53426,-38.08508,136.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,INDEPENDÊNCIA,Caatinga,0.0,2.81,0.43,-5.55035,-40.54355,16.3
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,APARECIDA,Caatinga,0.0,0.0,0.16,-6.71634,-38.04234,15.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,PIQUET CARNEIRO,Caatinga,7.0,0.07,0.98,-5.96212,-39.53709,10.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,MARIZÓPOLIS,Caatinga,0.0,0.0,0.19,-6.8131,-38.33499,12.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ICÓ,Caatinga,0.0,0.0,0.42,-6.36226,-38.65899,7.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,SERRA GRANDE,Caatinga,0.0,0.74,0.03,-7.20762,-38.39148,45.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,MIRINZAL,Amazônia,-999.0,0.0,0.23,-1.98566,-44.83628,19.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARÁ,CACHOEIRA DO PIRIÁ,Amazônia,0.0,2.37,0.05,-2.15025,-46.42293,19.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARÁ,CACHOEIRA DO PIRIÁ,Amazônia,0.0,2.28,0.07,-2.15323,-46.41565,34.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,ALCÂNTARA,Amazônia,-999.0,0.0,0.22,-2.18097,-44.45945,34.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,ALCÂNTARA,Amazônia,-999.0,0.0,0.22,-2.19322,-44.45778,19.5
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,MIRINZAL,Amazônia,-999.0,0.0,0.18,-2.21997,-44.92067,20.3
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ACOPIARA,Caatinga,5.0,0.48,0.85,-6.06538,-39.48725,34.5
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,MIRINZAL,Amazônia,-999.0,0.0,0.18,-2.22056,-44.92567,18.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,PINHEIRO,Amazônia,-999.0,0.1,0.4,-2.4213,-44.9591,16.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,SERRA GRANDE,Caatinga,0.0,0.65,0.03,-7.20891,-38.40054,21.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,PINHEIRO,Amazônia,-999.0,0.1,0.41,-2.42245,-44.96395,24.0
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,PINHEIRO,Amazônia,-999.0,0.1,0.42,-2.424,-44.97853,16.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARÁ,TAILÂNDIA,Amazônia,1.0,3.98,0.1,-3.21519,-48.74794,90.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARÁ,TAILÂNDIA,Amazônia,1.0,3.72,0.06,-3.22058,-48.78782,69.0
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,MOMBAÇA,Caatinga,4.0,0.0,1.0,-5.60458,-39.79661,10.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,TOCANTINS,ARAGUATINS,Cerrado,2.0,0.09,0.03,-5.76592,-48.08064,52.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,TOCANTINS,ARAGUATINS,Cerrado,2.0,0.05,0.03,-5.76756,-48.07634,55.1
2023/01/03 16:17:00,AQUA_M-T,Brasil,BAHIA,BOM JESUS DA LAPA,Cerrado,3.0,2.64,-999.0,-13.25698,-43.41287,10.7
2023/01/03 16:17:00,AQUA_M-T,Brasil,BAHIA,BARRA DA ESTIVA,Caatinga,1.0,0.26,0.03,-13.61095,-41.14636,20.9
2023/01/03 16:17:00,AQUA_M-T,Brasil,PARAÍBA,ITAPORANGA,Caatinga,0.0,1.3,0.46,-7.2959,-38.10454,7.1
2023/01/03 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,CARLOS CHAGAS,Mata Atlântica,0.0,0.8,0.04,-17.54764,-40.59286,27.8
2023/01/03 16:13:00,AQUA_M-T,Brasil,ESPÍRITO SANTO,DOMINGOS MARTINS,Mata Atlântica,0.0,0.0,0.0,-20.37604,-40.6945,15.0
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,GRANJA,Caatinga,0.0,0.61,0.34,-3.14678,-41.12151,12.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,GRANJA,Caatinga,0.0,0.67,0.38,-3.14833,-41.13214,24.5
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,GRANJA,Caatinga,0.0,0.63,0.34,-3.14967,-41.12632,36.3
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,GRANJA,Caatinga,0.0,0.64,0.52,-3.15117,-41.13701,16.8
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ACOPIARA,Caatinga,2.0,0.2,0.82,-6.088,-39.18472,12.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,MARTINÓPOLE,Caatinga,3.0,9.15,0.12,-3.17154,-40.62217,16.5
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,GRANJA,Caatinga,0.0,0.52,0.64,-3.18419,-41.23062,8.7
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,QUIXABA,Caatinga,0.0,1.01,0.24,-7.66482,-37.79046,10.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,PIAUÍ,MURICI DOS PORTELAS,Caatinga,2.0,9.12,0.03,-3.4254,-42.06564,33.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,SANTANA DO ACARAÚ,Caatinga,1.0,0.63,1.0,-3.4325,-40.11682,7.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,PIAUÍ,COCAL,Caatinga,2.0,0.24,0.93,-3.44419,-41.48348,15.3
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,TRAIRI,Caatinga,3.0,1.74,0.66,-3.46422,-39.37636,39.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,TURURU,Caatinga,3.0,1.87,0.46,-3.46551,-39.38548,13.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,TURURU,Caatinga,3.0,3.17,0.69,-3.52486,-39.349,16.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,TURURU,Caatinga,3.0,3.32,0.44,-3.52617,-39.35809,20.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,PIAUÍ,CARAÚBAS DO PIAUÍ,Caatinga,2.0,6.0,0.21,-3.56106,-41.87432,17.2
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,IGUARACY,Caatinga,0.0,0.99,0.04,-7.95463,-37.56421,16.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,BREJO,Cerrado,0.0,6.12,0.01,-3.6086,-42.87369,19.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,BREJO,Cerrado,0.0,7.15,0.0,-3.70266,-42.72654,9.5
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,BURITI,Cerrado,0.0,8.42,0.0,-3.76678,-43.01891,14.3
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,CAUCAIA,Caatinga,2.0,0.51,0.96,-3.77105,-38.69181,5.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,TEJUÇUOCA,Caatinga,1.0,0.4,0.8,-3.90098,-39.53244,10.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,TEJUÇUOCA,Caatinga,1.0,0.38,0.82,-3.90231,-39.5417,9.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ACOPIARA,Caatinga,1.0,0.11,0.68,-6.0942,-39.1013,18.0
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,AQUIRAZ,Caatinga,-999.0,0.0,0.83,-3.9589,-38.39096,8.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,MARANHÃO,CHAPADINHA,Cerrado,0.0,4.2,0.01,-4.02517,-43.48982,17.8
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,PESQUEIRA,Caatinga,2.0,1.03,0.1,-8.316,-36.88379,21.3
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,CARIRÉ,Caatinga,4.0,0.99,0.97,-4.03816,-40.42331,63.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,CARIRÉ,Caatinga,3.0,1.04,0.88,-4.03961,-40.43338,11.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ALTO SANTO,Caatinga,0.0,6.42,0.17,-5.54191,-38.07485,24.5
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,CARIRÉ,Caatinga,3.0,0.88,0.98,-4.04761,-40.42197,10.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,SANTA QUITÉRIA,Caatinga,2.0,0.0,1.0,-4.17994,-40.32965,17.8
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,MOMBAÇA,Caatinga,3.0,0.0,1.0,-5.64209,-39.67602,8.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,CANINDÉ,Caatinga,3.0,1.24,0.72,-4.38897,-39.59235,12.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,HIDROLÂNDIA,Caatinga,4.0,0.0,1.0,-4.45956,-40.35217,58.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,HIDROLÂNDIA,Caatinga,4.0,0.0,1.0,-4.46098,-40.3622,55.5
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,IPUEIRAS,Caatinga,5.0,0.2,0.82,-4.50621,-40.89354,8.0
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,PESQUEIRA,Caatinga,1.0,1.11,0.09,-8.31731,-36.8928,46.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,BEBERIBE,Caatinga,2.0,0.2,0.72,-4.52163,-38.2724,17.0
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,BEBERIBE,Caatinga,2.0,0.2,0.73,-4.52291,-38.28131,58.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,BEBERIBE,Caatinga,0.0,1.25,0.92,-4.55145,-38.03488,5.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,IPUEIRAS,Caatinga,4.0,0.3,0.87,-4.62945,-40.6986,38.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,PORANGA,Caatinga,1.0,12.4,0.05,-4.75511,-41.217,13.8
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,CRATEÚS,Caatinga,0.0,9.24,0.07,-5.24532,-40.85148,20.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,BANABUIÚ,Caatinga,3.0,0.1,1.0,-5.25837,-38.9205,18.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,SENADOR POMPEU,Caatinga,3.0,0.0,1.0,-5.46569,-39.59606,10.4
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ACOPIARA,Caatinga,1.0,0.2,0.69,-6.09551,-39.11063,52.1
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,PESQUEIRA,Caatinga,1.0,0.85,0.1,-8.32365,-36.87346,30.1
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,PESQUEIRA,Caatinga,1.0,0.93,0.09,-8.32496,-36.88247,59.8
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ACOPIARA,Caatinga,1.0,0.18,0.66,-6.10331,-39.09998,38.6
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,IPOJUCA,Mata Atlântica,-999.0,0.2,0.1,-8.48853,-35.05286,22.3
2023/01/03 16:20:00,AQUA_M-T,Brasil,PIAUÍ,SÃO MIGUEL DO TAPUIO,Caatinga,0.0,3.73,0.02,-5.73346,-41.34853,17.7
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,IPOJUCA,Mata Atlântica,0.0,0.2,0.1,-8.49008,-35.06318,16.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ACOPIARA,Caatinga,1.0,0.2,0.66,-6.10463,-39.1093,91.3
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,BUÍQUE,Caatinga,0.0,5.07,1.0,-8.6627,-37.17558,41.8
2023/01/03 16:17:00,AQUA_M-T,Brasil,PERNAMBUCO,BUÍQUE,Caatinga,0.0,3.53,0.48,-8.73159,-37.14693,12.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ORÓS,Caatinga,0.0,0.24,0.5,-6.2127,-38.96487,10.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ALTO SANTO,Caatinga,0.0,6.37,0.17,-5.5432,-38.08378,104.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,IELMO MARINHO,Caatinga,0.0,1.94,1.0,-5.75657,-35.61947,9.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ANTÔNIO MARTINS,Caatinga,2.0,0.94,0.62,-6.25622,-37.85751,39.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ANTÔNIO MARTINS,Caatinga,2.0,0.86,0.81,-6.2575,-37.86644,12.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,IELMO MARINHO,Caatinga,0.0,1.91,1.0,-5.76038,-35.61222,12.2
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,INDEPENDÊNCIA,Caatinga,0.0,2.8,0.22,-5.54772,-40.55058,11.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,PIQUET CARNEIRO,Caatinga,8.0,0.0,1.0,-5.82163,-39.51098,37.1
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,PEDRA BRANCA,Caatinga,6.0,0.1,1.0,-5.48469,-39.72992,11.6
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,ALTO SANTO,Caatinga,0.0,6.46,0.1,-5.53298,-38.07616,49.7
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,POÇO DANTAS,Caatinga,0.0,0.0,0.62,-6.38762,-38.50985,15.8
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,LASTRO,Caatinga,0.0,0.0,0.2,-6.56852,-38.16778,22.5
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,SANTA CRUZ,Caatinga,0.0,0.0,0.83,-6.57868,-38.11132,25.5
2023/01/03 18:00:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,1.0,0.58,0.33,3.90683,-60.51845,16.8
2023/01/03 18:00:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,17.0,1.23,0.08,3.96121,-60.85199,14.8
2023/01/03 18:00:00,AQUA_M-T,Brasil,AMAZONAS,FONTE BOA,Amazônia,1.0,2.23,-999.0,-2.51782,-66.09596,7.2
2023/01/03 18:00:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazônia,24.0,0.2,0.87,3.07998,-60.78811,33.5
2023/01/03 18:00:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazônia,24.0,0.2,0.85,3.09046,-60.7896,30.9
2023/01/03 18:00:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazônia,23.0,0.2,0.86,3.09221,-60.77706,14.7
2023/01/03 18:00:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazônia,1.0,0.48,0.55,3.34273,-60.45629,39.7
2023/01/03 17:49:00,AQUA_M-T,Brasil,RIO GRANDE DO SUL,PIRATINI,Pampa,0.0,0.0,0.37,-31.74709,-52.95797,35.0
2023/01/03 17:49:00,AQUA_M-T,Brasil,RIO GRANDE DO SUL,PIRATINI,Pampa,0.0,0.0,0.87,-31.7448,-52.94498,23.1
2023/01/03 17:49:00,AQUA_M-T,Brasil,RIO GRANDE DO SUL,HERVAL,Pampa,3.0,1.0,0.73,-31.92018,-53.1798,15.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,CEARÁ,DEPUTADO IRAPUAN PINHEIRO,Caatinga,2.0,0.0,0.75,-5.82194,-39.1973,14.9
2023/01/03 16:20:00,AQUA_M-T,Brasil,PARAÍBA,LAGOA,Caatinga,2.0,0.0,0.4,-6.63817,-37.81612,6.1
2023/01/05 17:45:00,AQUA_M-T,Brasil,AMAZONAS,COARI,Amazônia,1.0,8.16,0.0,-3.83598,-63.4945,11.4
2023/01/05 17:45:00,AQUA_M-T,Brasil,AMAZONAS,UARINI,Amazônia,1.0,8.93,0.0,-3.11321,-65.22227,10.3
2023/01/05 16:05:00,AQUA_M-T,Brasil,BAHIA,PILÃO ARCADO,Caatinga,7.0,8.95,0.01,-10.26056,-42.6633,43.4
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,CANINDÉ,Caatinga,5.0,0.0,0.99,-4.09322,-39.57863,23.4
2023/01/05 16:05:00,AQUA_M-T,Brasil,PARAÍBA,JERICÓ,Caatinga,5.0,0.0,0.6,-6.53244,-37.87989,14.2
2023/01/05 16:05:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SERRA NEGRA DO NORTE,Caatinga,2.0,0.0,0.34,-6.53837,-37.4048,24.4
2023/01/05 16:07:00,AQUA_M-T,Brasil,MARANHÃO,HUMBERTO DE CAMPOS,Cerrado,2.0,0.3,0.23,-2.82269,-43.55559,35.3
2023/01/05 16:07:00,AQUA_M-T,Brasil,CEARÁ,CARIRÉ,Caatinga,5.0,0.0,1.0,-3.98112,-40.41143,20.1
2023/01/05 16:05:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SERRA NEGRA DO NORTE,Caatinga,2.0,0.0,0.33,-6.53877,-37.41014,30.5
2023/01/05 16:05:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SERRA NEGRA DO NORTE,Caatinga,2.0,0.0,0.33,-6.53989,-37.41597,28.3
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,REDENÇÃO,Caatinga,5.0,0.0,0.95,-4.33486,-38.70746,10.8
2023/01/05 16:05:00,AQUA_M-T,Brasil,PARAÍBA,COREMAS,Caatinga,2.0,0.0,0.54,-6.98849,-37.98963,12.7
2023/01/05 16:05:00,AQUA_M-T,Brasil,PARAÍBA,SÃO JOSÉ DE PIRANHAS,Caatinga,2.0,0.0,0.44,-7.03671,-38.40915,15.2
2023/01/05 16:05:00,AQUA_M-T,Brasil,PARAÍBA,SÃO JOSÉ DE PIRANHAS,Caatinga,2.0,0.0,0.44,-7.03986,-38.40341,16.1
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,CANINDÉ,Caatinga,1.0,0.0,0.93,-4.33597,-39.33893,28.3
2023/01/05 16:05:00,AQUA_M-T,Brasil,PARAÍBA,IGARACY,Caatinga,0.0,0.0,0.34,-7.12991,-38.2255,16.4
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,REDENÇÃO,Caatinga,5.0,0.0,0.89,-4.33966,-38.70122,8.8
2023/01/05 16:05:00,AQUA_M-T,Brasil,PARAÍBA,IMACULADA,Caatinga,3.0,0.0,0.31,-7.43414,-37.53452,20.8
2023/01/05 16:05:00,AQUA_M-T,Brasil,PERNAMBUCO,ITAMBÉ,Mata Atlântica,2.0,0.0,1.0,-7.43583,-35.18768,17.4
2023/01/05 16:07:00,AQUA_M-T,Brasil,MARANHÃO,HUMBERTO DE CAMPOS,Cerrado,1.0,0.3,0.24,-2.82479,-43.56003,29.1
2023/01/05 16:05:00,AQUA_M-T,Brasil,PERNAMBUCO,ALIANÇA,Mata Atlântica,2.0,0.0,1.0,-7.5608,-35.16393,36.2
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,SANTA QUITÉRIA,Caatinga,5.0,1.02,1.0,-4.39319,-39.91748,26.6
2023/01/05 16:05:00,AQUA_M-T,Brasil,PERNAMBUCO,ALIANÇA,Caatinga,2.0,0.0,1.0,-7.56211,-35.17311,8.5
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,DEPUTADO IRAPUAN PINHEIRO,Caatinga,1.0,0.0,0.99,-5.79111,-39.26289,100.3
2023/01/05 16:07:00,AQUA_M-T,Brasil,CEARÁ,FRECHEIRINHA,Caatinga,1.0,0.0,0.27,-3.7023,-40.85707,71.0
2023/01/05 16:05:00,AQUA_M-T,Brasil,PERNAMBUCO,SÃO JOSÉ DO EGITO,Caatinga,3.0,0.0,0.94,-7.56865,-37.17918,14.4
2023/01/05 16:07:00,AQUA_M-T,Brasil,CEARÁ,CRUZ,Caatinga,-999.0,0.0,1.0,-2.92845,-40.2683,13.4
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,SANTA QUITÉRIA,Caatinga,5.0,1.0,1.0,-4.40409,-39.9249,25.4
2023/01/05 16:05:00,AQUA_M-T,Brasil,ALAGOAS,CANAPI,Caatinga,1.0,0.0,0.48,-9.20657,-37.59418,16.2
2023/01/05 16:05:00,AQUA_M-T,Brasil,PERNAMBUCO,EXU,Caatinga,1.0,0.08,1.0,-7.63925,-39.62783,28.2
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,DEPUTADO IRAPUAN PINHEIRO,Caatinga,1.0,0.0,0.97,-5.79108,-39.25612,73.0
2023/01/05 16:05:00,AQUA_M-T,Brasil,ALAGOAS,MARAGOGI,Mata Atlântica,-999.0,0.08,1.0,-9.02412,-35.30145,6.2
2023/01/05 16:05:00,AQUA_M-T,Brasil,PERNAMBUCO,EXU,Caatinga,2.0,0.1,0.52,-7.64149,-39.64439,56.0
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,IPU,Caatinga,1.0,0.0,1.0,-4.43179,-40.6305,20.6
2023/01/05 16:05:00,AQUA_M-T,Brasil,PARAÍBA,PRINCESA ISABEL,Caatinga,1.0,0.0,0.49,-7.64955,-37.99864,37.1
2023/01/05 16:05:00,AQUA_M-T,Brasil,CEARÁ,CANINDÉ,Caatinga,5.0,0.0,1.0,-4.45252,-39.68552,24.8
2023/01/05 16:05:00,AQUA_M-T,Brasil,PERNAMBUCO,TABIRA,Caatinga,3.0,0.0,0.5,-7.66158,-37.55161,29.3
2023/01/05 16:07:00,AQUA_M-T,Brasil,MARANHÃO,TUTÓIA,Cerrado,2.0,0.2,0.22,-3.09479,-42.67327,35.1
